Jesse Voisin;f;1564;Ferrari;55.502;74.566;61.632;96.159;57.591
Loretta Wilford;f;1387;Lamborghini;69.145;70.428;73.125;88.216;51.003
Mcgeehan Mazie;m;1793;Porsche;86.748;89.458;59.146;97.789;75.786
Essie Monica;f;1906;Porsche;89.591;75.033;69.877;50.61;70.688
Norris Shurtliff;f;1738;Alpine;74.078;68.89;97.026;65.429;83.453
Hannaford Maynard;m;1367;Ferrari;73.159;97.233;82.894;85.72;90.191
Luman Dominick;m;1057;Nissan;92.994;62.106;56.647;52.311;82.951
Crooks Felisa;m;1840;Alpine;58.049;56.258;64.047;68.413;99.123
Major Perera;f;1754;Porsche;95.377;99.09;68.079;97.606;61.709
Eddy Leff;f;1910;Koenigsegg;71.308;98.976;57.729;70.035;62.951
Eddy Bengtson;f;1230;Alpine;86.3;89.64;62.374;89.735;87.975
Timpson Timpson;m;1276;Koenigsegg;92.706;77.474;83.9;55.554;99.829
Marcus Rhett;f;1985;Nissan;78.88;73.132;95.618;89.503;61.911
Jesse Jacinto;f;1393;Abarth;90.868;62.654;60.614;55.433;62.145
Abby Hoey;f;1234;Nissan;52.84;75.484;89.667;97.17;70.37
Fasching Leff;m;1792;Bugatti;53.533;72.975;86.547;63.91;77.653
Hoey Abby;m;1826;Nissan;94.497;71.791;69.31;56.301;81.647
Mazie Carmelina;f;1002;BMW;82.623;97.161;88.652;75.196;97.892
Vogt Hanlon;m;1967;BMW;71.556;53.064;50.585;82.241;86.391
Lissa Norris;f;1127;Bugatti;60.833;77.814;74.544;91.252;54.149
Huss Minta;m;1951;Audi;76.932;61.232;51.067;57.106;77.553
Jami Lindquist;f;1130;Ford;65.427;95.245;78.814;90.389;82.074
Lindquist Carmelina;m;1306;Audi;53.961;76.94;88.613;71.002;57.954
Auslander Michele;m;1906;Porsche;55.054;95.206;68.377;87.924;92.16
Nannette Shurtliff;f;1339;Ford;98.864;79.943;78.307;89.211;58.47
Willard Nannette;m;1328;Nissan;61.53;68.226;65.616;68.441;90.441
Yee Michele;f;1768;McLaren;60.468;52.771;69.702;63.249;80.177
Emerald Voisin;f;1676;Alpine;50.908;57.328;74.647;81.353;70.155
Wischmeier Carmelina;m;1529;Bugatti;91.745;71.757;77.798;83.214;90.516
Leff Petrus;m;1958;McLaren;53.683;93.276;60.836;54.025;99.038
Wischmeier Legault;m;1285;Mazda;83.48;96.093;62.882;58.319;88.213
Luman Schwalm;m;1652;Abarth;70.501;94.154;71.564;61.154;55.799
Alice Killingsworth;f;1477;Koenigsegg;96.074;77.629;65.48;81.09;64.244
Hannaford Amburn;m;1945;Mazda;72.003;65.372;95.265;77.347;74.64
Dewitt Timpson;f;1351;BMW;69.539;64.599;55.545;77.445;82.462
Gomes Michele;m;1249;Lamborghini;71.219;87.497;71.11;75.76;97.145
Tonette Wilford;f;1616;Alpine;54.808;87.421;82.094;67.221;70.184
Wenger Fredricka;m;1263;McLaren;66.795;66.476;94.732;77.513;81.901
Loretta Michele;f;1110;Lamborghini;64.344;63.319;55.166;61.975;68.795
Michele Lindquist;f;1141;BMW;66.506;86.805;83.698;60.418;54.549
Perera Willard;m;1303;Ferrari;78.204;55.929;98.408;85.146;50.413
Rema Winebrenner;f;1099;Audi;99.456;73.129;65.981;56.145;79.807
Charise Bengtson;f;1053;Ford;70.305;87.248;82.258;84.428;76.142
Jesse Mcnair;f;1379;Abarth;84.124;67.364;75.728;77.389;81.606
Delnero Felisa;m;1304;Ford;76.657;63.633;90.754;57.043;64.947
Cramer Faw;m;1453;Ford;90.56;77.503;88.845;53.149;85.987
Almazan Barcomb;m;1816;Alpine;68.795;56.381;76.543;53.031;58.716
Yee Carlita;f;1896;McLaren;65.076;91.927;90.743;71.379;60.567
Killingsworth Monica;m;1311;Chevrolet;93.634;86.979;65.775;88.022;50.115
Labrador Eddy;m;1647;Mazda;70.208;78.8;71.074;60.487;61.668
Amburn Voisin;m;1259;Chevrolet;88.443;79.181;52.376;80.496;79.108
Mcgeehan Mcnair;m;1346;Audi;59.053;50.968;54.315;83.775;51.916
Dewitt Hanlon;f;1731;McLaren;79.438;70.527;80.694;67.972;50.734
Timpson Carmelina;m;1667;McLaren;92.217;60.275;58.58;88.541;61.526
Dewitt Wygant;f;1298;Bugatti;50.117;96.694;79.962;81.315;63.698
Legault Major;m;1748;BMW;64.904;51.471;59.426;60.571;54.124
Gomes Fredricka;m;1692;Mercedes;58.764;73.876;93.971;94.036;60.883
Delnero Tristan;m;1262;Mazda;84.229;98.116;78.847;63.303;97.193
Murtagh Bengtson;m;1915;Porsche;84.448;77.163;61.432;96.34;88.284
Santos Stacks;f;1869;McLaren;90.318;78.008;52.584;75.169;93.224
Lissa Boothe;f;1319;Abarth;85.83;84.657;97.281;80.668;66.421
Camille Emerald;f;1425;Abarth;74.453;85.634;71.61;53.237;76.576
Frances Dewitt;f;1676;Nissan;74.753;86.5;63.068;96.232;99.804
Peggie Carlita;f;1478;Ford;76.357;90.044;65.755;71.537;70.124
Mcgeehan Felisa;m;1917;Alpine;75.724;85.729;81.782;89.258;64.853
Fredricka Vogt;f;1256;Chevrolet;67.636;89.354;62.706;65.993;66.369
Charise Nannette;f;1514;Bugatti;97.114;99.599;50.34;71.937;66.184
Labrador Jesse;m;1183;McLaren;65.654;71.789;99.39;88.451;93.42
Brooks Winebrenner;f;1040;Bugatti;64.435;65.563;50.884;65.295;56.136
Nannette Perera;f;1337;Audi;62.656;67.731;91.338;62.615;64.229
Rhett Faw;f;1573;Nissan;63.685;66.791;64.766;81.464;53.178
Perera Barcomb;m;1032;Nissan;52.823;78.012;96.494;83.151;86.748
Emerald Labrador;f;1106;Mercedes;78.387;83.09;60.288;97.042;61.761
Danille Auslander;f;1104;Chevrolet;73.229;74.574;79.284;85.091;66.794
Gomes Peggie;m;1505;Abarth;56.977;54.251;78.623;93.262;99.923
Essie Hutton;f;1913;Mercedes;67.364;64.987;73.143;59.288;51.242
Eilene Danille;f;1600;Ford;81.962;65.2;76.683;91.092;61.435
Mcgeehan Rhett;m;1144;McLaren;82.373;89.987;87.024;68.976;59.249
Terra Murtagh;f;1790;Porsche;77.574;60.352;52.392;58.578;96.249
Felisa Mazie;f;1728;Ferrari;54.959;60.574;65.814;86.477;91.092
Winebrenner Boothe;m;1051;Audi;69.271;59.67;60.345;83.449;51.338
Loretta Wenger;f;1996;Lamborghini;76.115;68.429;62.523;78.972;71.777
Tonette Fasching;f;1515;McLaren;76.609;84.933;71.01;67.88;81.31
Perera Willard;m;1053;Mazda;81.718;89.019;91.007;99.205;78.167
Bowyer Legault;m;1106;Audi;54.791;75.704;70.629;87.153;84.027
Matilda Petrus;f;1716;Ford;62.783;98.034;93.174;78.372;90.95
Labrador Wygant;m;1620;Lamborghini;76.935;60.638;54.424;74.523;55.099
Rhett Bengtson;f;1306;Nissan;66.855;96.961;70.27;62.657;77.598
Murtagh Nicola;m;1551;Nissan;71.805;64.058;59.09;87.1;58.509
Charise Killingsworth;f;1115;Ford;55.662;60.117;71.366;71.018;66.048
Carmelina Russom;f;1284;Koenigsegg;69.75;71.392;71.706;94.618;85.69
Fredricka Mack;f;1655;Bugatti;83.846;67.512;84.855;55.301;50.295
Carlita Camille;f;1210;Porsche;55.649;79.542;57.165;94.657;83.573
Huss Brooks;m;1640;Nissan;79.361;74.84;65.692;69.841;94.8
Tristan Fasching;f;1002;Lamborghini;74.852;75.86;84.006;73.824;76.356
Essie Devalle;f;1575;Nissan;59.884;57.688;69.99;63.753;57.903
Essie Abby;f;1749;Abarth;81.243;59.022;81.819;54.568;75.801
Carlita Cramer;f;1825;Abarth;81.605;91.259;72.973;74.392;76.575
Yee Boothe;f;1332;BMW;92.978;63.123;61.47;76.339;95.052
Alphonso Bowyer;f;1910;Abarth;55.607;75.012;52.188;58.103;72.224
